Date,Fighter 1,Fighter 2,Result,Split Dec?
27/3/2010,Georges St-Pierre,Dan Hardy,1,0
27/3/2010,Frank Mir,Shane Carwin,2,0
27/3/2010,Kurt Pellegrino,Fabricio Camoes,1,0
27/3/2010,Ben Saunders,Jon Fitch,2,0
27/3/2010,Jim Miller,Mark Bocek,1,0
27/3/2010,Nate Diaz,Rory Markham,1,0
27/3/2010,Ricardo Almeida,Matt Brown,1,0
27/3/2010,Rousimar Palhares,Tomasz Drwal,1,0
27/3/2010,Rodney Wallace,Jared Hamman,2,0
27/3/2010,Matthew Riddle,Greg Soto,1,0
31/3/2010,Kenny Florian,Takanori Gomi,1,0
31/3/2010,Roy Nelson,Stefan Struve,1,0
31/3/2010,Nate Quarry,Jorge Rivera,2,0
31/3/2010,Ross Pearson,Dennis Siver,1,0
31/3/2010,Andre Winner,Rafaello Oliveira,1,0
31/3/2010,Jacob Volkmann,Ronys Torres,1,1
31/3/2010,Rob Emerson,Nik Lentz,2,0
31/3/2010,Caol Uno,Gleison Tibau,2,0
31/3/2010,Yushin Okami,Lucio Linhares,1,0
31/3/2010,Gerald Harris,Mario Miranda,1,0
31/3/2010,Charlie Brenneman,Jason High,1,0
10/4/2010,Anderson Silva,Demian Maia,1,0
10/4/2010,BJ Penn,Frankie Edgar,2,0
10/4/2010,Matt Hughes,Renzo Gracie,1,0
10/4/2010,Terry Etim,Rafael Dos Anjos,2,0
10/4/2010,Kendall Grove,Mark Munoz,2,0
10/4/2010,Alexander Gustafsson,Phil Davis,2,0
10/4/2010,Nick Osipczak,Rick Story,2,1
10/4/2010,DaMarques Johnson,Brad Blackburn,1,0
10/4/2010,Paul Kelly,Matt Veach,1,0
10/4/2010,Jon Madsen,Mostapha Al-Turk,1,0
08/5/2010,Lyoto Machida,Mauricio Rua,2,0
08/5/2010,Josh Koscheck,Paul Daley,1,0
08/5/2010,Sam Stout,Jeremy Stephens,2,1
08/5/2010,Kevin Ferguson,Matt Mitrione,2,0
08/5/2010,Patrick Cote,Alan Belcher,2,0
08/5/2010,Tom Lawlor,Joe Doerksen,2,0
08/5/2010,Marcus Davis,Jonathan Goulet,1,0
08/5/2010,TJ Grant,Johny Hendricks,2,0
08/5/2010,Joey Beltran,Tim Hague,1,0
08/5/2010,Yoshiyuki Yoshida,Mike Guymon,2,0
08/5/2010,Jason MacDonald,John Salter,2,0
29/5/2010,Quinton Jackson,Rashad Evans,2,0
29/5/2010,Michael Bisping,Dan Miller,1,0
29/5/2010,Todd Duffee,Mike Russow,2,0
29/5/2010,Jason Brilz,Rogerio Nogueira,2,1
29/5/2010,Diego Sanchez,John Hathaway,2,0
29/5/2010,Amir Sadollah,Dong Hyun Kim,2,0
29/5/2010,Efrain Escudero,Dan Lauzon,1,0
29/5/2010,Melvin Guillard,Waylon Lowe,1,0
29/5/2010,Luiz Cane,Cyrille Diabate,2,0
29/5/2010,Aaron Riley,Joe Brammer,1,0
29/5/2010,Jesse Forbes,Ryan Jensen,2,0
12/6/2010,Chuck Liddell,Rich Franklin,2,0
12/6/2010,Mirko Filipovic,Pat Barry,1,0
12/6/2010,Paulo Thiago,Martin Kampmann,2,0
12/6/2010,Ben Rothwell,Gilbert Yvel,1,0
12/6/2010,Carlos Condit,Rory MacDonald,1,0
12/6/2010,Tyson Griffin,Evan Dunham,2,1
12/6/2010,Mac Danzig,Matt Wiman,2,0
12/6/2010,David Loiseau,Mario Miranda,2,0
12/6/2010,James Wilks,Peter Sobotta,1,0
12/6/2010,Ricardo Funch,Claude Patrick,2,0
12/6/2010,Mike Pyle,Jesse Lennox,1,0
19/6/2010,Court McGee,Kris McCray,1,0
19/6/2010,Keith Jardine,Matt Hamill,2,0
19/6/2010,Chris Leben,Aaron Simpson,1,0
19/6/2010,Spencer Fisher,Dennis Siver,2,0
19/6/2010,Jamie Yager,Rich Attonito,2,0
19/6/2010,John Gunderson,Mark Holst,1,0
19/6/2010,Brad Tavares,Seth Baczynski,1,0
19/6/2010,Josh Bryant,Kyle Noke,2,0
19/6/2010,Chris Camozzi,James Hammortree,1,0
19/6/2010,James McSweeney,Travis Browne,2,0
03/7/2010,Brock Lesnar,Shane Carwin,1,0
03/7/2010,Chris Leben,Yoshihiro Akiyama,1,0
03/7/2010,Chris Lytle,Matt Brown,1,0
03/7/2010,Krzysztof Soszynski,Stephan Bonnar,2,0
03/7/2010,George Sotiropoulos,Kurt Pellegrino,1,0
03/7/2010,Brendan Schaub,Chris Tuchscherer,1,0
03/7/2010,Seth Petruzelli,Ricardo Romero,2,0
03/7/2010,Kendall Grove,Goran Reljic,1,1
03/7/2010,Gerald Harris,David Branch,1,0
03/7/2010,Forrest Petz,Daniel Roberts,2,1
03/7/2010,Jon Madsen,Karlos Vemola,1,0
01/8/2010,Jon Jones,Vladimir Matyushenko,1,0
01/8/2010,Mark Munoz,Yushin Okami,2,1
01/8/2010,John Howard,Jake Ellenberger,2,0
01/8/2010,Tyson Griffin,Takanori Gomi,2,0
01/8/2010,Paul Kelly,Jacob Volkmann,2,0
01/8/2010,DaMarques Johnson,Matthew Riddle,2,0
01/8/2010,James Irvin,Igor Pokrajac,2,0
01/8/2010,Brian Stann,Mike Massenzio,1,0
01/8/2010,Darren Elkins,Charles Oliveira,2,0
01/8/2010,Rob Kimmons,Steve Steinbeiss,1,0
07/8/2010,Anderson Silva,Chael Sonnen,1,0
07/8/2010,Jon Fitch,Thiago Alves,1,0
07/8/2010,Clay Guida,Rafael Dos Anjos,1,0
07/8/2010,Matt Hughes,Ricardo Almeida,1,0
07/8/2010,Roy Nelson,Junior Dos Santos,2,0
07/8/2010,Dustin Hazelett,Rick Story,2,0
07/8/2010,Rodney Wallace,Phil Davis,2,0
07/8/2010,Johny Hendricks,Charlie Brenneman,1,0
07/8/2010,Todd Brown,Tim Boetsch,2,0
07/8/2010,Stefan Struve,Christian Morecraft,1,0
07/8/2010,Ben Saunders,Dennis Hallman,2,0
28/8/2010,Frankie Edgar,BJ Penn,1,0
28/8/2010,Randy Couture,James Toney,1,0
28/8/2010,Demian Maia,Mario Miranda,1,0
28/8/2010,Kenny Florian,Gray Maynard,2,0
28/8/2010,Nate Diaz,Marcus Davis,1,0
28/8/2010,Joe Lauzon,Gabe Ruediger,1,0
28/8/2010,Andre Winner,Nik Lentz,2,0
28/8/2010,Dan Miller,John Salter,1,0
28/8/2010,Nick Osipczak,Greg Soto,2,0
28/8/2010,Mike Pierce,Amilcar Alves,1,0
15/9/2010,Nate Marquardt,Rousimar Palhares,1,0
15/9/2010,Efrain Escudero,Charles Oliveira,2,0
15/9/2010,Jim Miller,Gleison Tibau,1,0
15/9/2010,Cole Miller,Ross Pearson,1,0
15/9/2010,Yves Edwards,John Gunderson,1,0
15/9/2010,Jared Hamman,Kyle Kingsbury,2,0
15/9/2010,Tomasz Drwal,David Branch,2,0
15/9/2010,Rich Attonito,Rafael Natal,1,0
15/9/2010,TJ Waldburger,David Mitchell,1,0
15/9/2010,Brian Foster,Forrest Petz,1,0
25/9/2010,Frank Mir,Mirko Filipovic,1,0
25/9/2010,Rogerio Nogueira,Ryan Bader,2,0
25/9/2010,Matt Serra,Chris Lytle,2,0
25/9/2010,Sean Sherk,Evan Dunham,1,1
25/9/2010,Melvin Guillard,Jeremy Stephens,1,1
25/9/2010,CB Dollaway,Joe Doerksen,1,0
25/9/2010,Matt Mitrione,Joey Beltran,1,0
25/9/2010,Thiago Tavares,Pat Audinwood,1,0
25/9/2010,Steve Lopez,Waylon Lowe,2,1
25/9/2010,TJ Grant,Julio Paulino,1,0
25/9/2010,Mark Hunt,Sean McCorkle,2,0
16/10/2010,Michael Bisping,Yoshihiro Akiyama,1,0
16/10/2010,Dan Hardy,Carlos Condit,2,0
16/10/2010,John Hathaway,Mike Pyle,2,0
16/10/2010,Cheick Kongo,Travis Browne,3,1
16/10/2010,James Wilks,Claude Patrick,2,0
16/10/2010,Cyrille Diabate,Alexander Gustafsson,2,0
16/10/2010,Rob Broughton,Vinicius Queiroz,1,0
16/10/2010,Paul Sass,Mark Holst,1,0
16/10/2010,Spencer Fisher,Curt Warburton,1,0
16/10/2010,James McSweeney,Fabio Maldonado,2,0
23/10/2010,Brock Lesnar,Cain Velasquez,2,0
23/10/2010,Jake Shields,Martin Kampmann,1,1
23/10/2010,Diego Sanchez,Paulo Thiago,1,0
23/10/2010,Tito Ortiz,Matt Hamill,2,0
23/10/2010,Brendan Schaub,Gabriel Gonzaga,1,0
23/10/2010,Court McGee,Ryan Jensen,1,0
23/10/2010,Patrick Cote,Tom Lawlor,2,0
23/10/2010,Mike Guymon,Daniel Roberts,2,0
23/10/2010,Sam Stout,Paul Taylor,1,1
23/10/2010,Chris Camozzi,Dongi Yang,1,1
23/10/2010,Jon Madsen,Gilbert Yvel,1,0
13/11/2010,Nate Marquardt,Yushin Okami,2,0
13/11/2010,Dennis Siver,Andre Winner,1,0
13/11/2010,Amir Sadollah,Peter Sobotta,1,0
13/11/2010,Krzysztof Soszynski,Goran Reljic,1,0
13/11/2010,Duane Ludwig,Nick Osipczak,1,1
13/11/2010,Vladimir Matyushenko,Alexandre Ferreira,1,0
13/11/2010,Pascal Krauss,Mark Scanlon,1,0
13/11/2010,Kyle Noke,Rob Kimmons,1,0
13/11/2010,Seth Petruzelli,Karlos Vemola,2,0
13/11/2010,Kris McCray,Carlos Eduardo Rocha,2,0
20/11/2010,Quinton Jackson,Lyoto Machida,1,1
20/11/2010,Matt Hughes,BJ Penn,2,0
20/11/2010,Gerald Harris,Maiquel Falcao,2,0
20/11/2010,Phil Davis,Tim Boetsch,1,0
20/11/2010,George Sotiropoulos,Joe Lauzon,1,0
20/11/2010,Matt Brown,Brian Foster,2,0
20/11/2010,Aaron Simpson,Mark Munoz,2,0
20/11/2010,Karo Parisyan,Dennis Hallman,2,0
20/11/2010,Mike Lullo,Edson Barboza,2,0
20/11/2010,Paul Kelly,TJ O'Brien,1,0
20/11/2010,Tyson Griffin,Nik Lentz,2,1
04/12/2010,Jonathan Brookins,Michael Johnson,1,0
04/12/2010,Stephan Bonnar,Igor Pokrajac,1,0
04/12/2010,Kendall Grove,Demian Maia,2,0
04/12/2010,Johny Hendricks,Rick Story,2,0
04/12/2010,Nam Phan,Leonard Garcia,2,1
04/12/2010,Cody McKenzie,Aaron Wilkinson,1,0
04/12/2010,Ian Loveland,Tyler Toner,1,0
04/12/2010,Sako Chivitchian,Kyle Watson,2,0
04/12/2010,Will Campuzano,Nick Pace,2,0
04/12/2010,Fredson Paixao,Pablo Garza,2,0
04/12/2010,Rich Attonito,David Branch,2,0
11/12/2010,Georges St-Pierre,Josh Koscheck,1,0
11/12/2010,Stefan Struve,Sean McCorkle,1,0
11/12/2010,Jim Miller,Charles Oliveira,1,0
11/12/2010,Joe Stevenson,Mac Danzig,2,0
11/12/2010,Thiago Alves,John Howard,1,0
11/12/2010,Joe Doerksen,Dan Miller,2,1
11/12/2010,Mark Bocek,Dustin Hazelett,1,0
11/12/2010,Jesse Bongfeldt,Rafael Natal,3,1
11/12/2010,Matthew Riddle,Sean Pierson,2,0
11/12/2010,TJ Grant,Ricardo Almeida,2,0
11/12/2010,Pat Audinwood,John Makdessi,2,0
01/1/2011,Frankie Edgar,Gray Maynard,3,1
01/1/2011,Chris Leben,Brian Stann,2,0
01/1/2011,Brandon Vera,Thiago Silva,2,1
01/1/2011,Nate Diaz,Dong Hyun Kim,2,0
01/1/2011,Clay Guida,Takanori Gomi,1,0
01/1/2011,Jeremy Stephens,Marcus Davis,1,0
01/1/2011,Dustin Poirier,Josh Grispi,1,0
01/1/2011,Phil Baroni,Brad Tavares,2,0
01/1/2011,Mike Brown,Diego Nunes,2,1
01/1/2011,Daniel Roberts,Greg Soto,1,0
01/1/2011,Jacob Volkmann,Antonio McKee,1,1
22/1/2011,Melvin Guillard,Evan Dunham,1,0
22/1/2011,Matt Mitrione,Tim Hague,1,0
22/1/2011,Mark Hominick,George Roop,1,0
22/1/2011,Pat Barry,Joey Beltran,1,0
22/1/2011,Cole Miller,Matt Wiman,2,0
22/1/2011,Cody McKenzie,Yves Edwards,2,0
22/1/2011,DaMarques Johnson,Mike Guymon,1,0
22/1/2011,Rani Yahya,Mike Brown,1,0
22/1/2011,Waylon Lowe,Willamy Freire,1,0
22/1/2011,Charlie Brenneman,Amilcar Alves,1,0
22/1/2011,Will Campuzano,Chris Cariaso,2,0
05/2/2011,Anderson Silva,Vitor Belfort,1,0
05/2/2011,Forrest Griffin,Rich Franklin,1,0
05/2/2011,Jon Jones,Ryan Bader,1,0
05/2/2011,Jake Ellenberger,Carlos Eduardo Rocha,1,1
05/2/2011,Miguel Torres,Antonio Banuelos,1,0
05/2/2011,Donald Cerrone,Paul Kelly,1,0
05/2/2011,Chad Mendes,Michihiro Omigawa,1,0
05/2/2011,Norifumi Yamamoto,Demetrious Johnson,2,0
05/2/2011,Paul Taylor,Gabe Ruediger,1,0
05/2/2011,Kyle Kingsbury,Ricardo Romero,1,0
05/2/2011,Mike Pierce,Kenny Robertson,1,0
26/2/2011,BJ Penn,Jon Fitch,3,1
26/2/2011,Michael Bisping,Jorge Rivera,1,0
26/2/2011,George Sotiropoulos,Dennis Siver,2,0
26/2/2011,Brian Ebersole,Chris Lytle,1,0
26/2/2011,Chris Camozzi,Kyle Noke,2,0
26/2/2011,Ross Pearson,Spencer Fisher,1,0
26/2/2011,Alexander Gustafsson,James Te Huna,1,0
26/2/2011,Nick Ring,Riki Fukuda,1,0
26/2/2011,Tom Blackledge,Anthony Perosh,2,0
26/2/2011,Zhang Tiequan,Jason Reinhardt,1,0
26/2/2011,Mark Hunt,Chris Tuchscherer,1,0
26/2/2011,Maciej Jewtuszko,Curt Warburton,2,0
03/3/2011,Diego Sanchez,Martin Kampmann,1,0
03/3/2011,CB Dollaway,Mark Munoz,2,0
03/3/2011,Alessio Sakara,Chris Weidman,2,0
03/3/2011,Brian Bowles,Damacio Page,1,0
03/3/2011,Steve Cantwell,Cyrille Diabate,2,0
03/3/2011,Joe Stevenson,Danny Castillo,2,0
03/3/2011,Thiago Tavares,Shane Roller,2,0
03/3/2011,Takeya Mizugaki,Reuben Duran,1,1
03/3/2011,Rob Kimmons,Dongi Yang,2,0
03/3/2011,David Branch,Rousimar Palhares,2,0
03/3/2011,Igor Pokrajac,Todd Brown,1,0
19/3/2011,Mauricio Rua,Jon Jones,2,0
19/3/2011,Urijah Faber,Eddie Wineland,1,0
19/3/2011,Jim Miller,Kamal Shalorus,1,0
19/3/2011,Dan Miller,Nate Marquardt,2,0
19/3/2011,Mirko Filipovic,Brendan Schaub,2,0
19/3/2011,Luiz Cane,Eliot Marshall,1,0
19/3/2011,Edson Barboza,Anthony Njokuani,1,0
19/3/2011,Ricardo Almeida,Mike Pyle,2,0
19/3/2011,Kurt Pellegrino,Gleison Tibau,2,1
19/3/2011,Joseph Benavidez,Ian Loveland,1,0
19/3/2011,Constantinos Philippou,Nick Catone,2,0
19/3/2011,Erik Koch,Raphael Assuncao,1,0
26/3/2011,Phil Davis,Rogerio Nogueira,1,0
26/3/2011,Anthony Johnson,Dan Hardy,1,0
26/3/2011,DaMarques Johnson,Amir Sadollah,2,0
26/3/2011,Chan Sung Jung,Leonard Garcia,1,0
26/3/2011,Jon Madsen,Mike Russow,2,0
26/3/2011,Alex Caceres,Mackens Semerzier,2,0
26/3/2011,John Hathaway,Kris McCray,1,1
26/3/2011,Michael McDonald,Edwin Figueroa,1,0
26/3/2011,Sean McCorkle,Christian Morecraft,2,0
26/3/2011,Johny Hendricks,TJ Waldburger,1,0
26/3/2011,Mario Miranda,Aaron Simpson,2,0
26/3/2011,Waylon Lowe,Nik Lentz,2,0
30/4/2011,Georges St-Pierre,Jake Shields,1,0
30/4/2011,Jose Aldo,Mark Hominick,1,0
30/4/2011,Lyoto Machida,Randy Couture,1,0
30/4/2011,Vladimir Matyushenko,Jason Brilz,1,0
30/4/2011,Mark Bocek,Benson Henderson,2,0
30/4/2011,Nate Diaz,Rory MacDonald,2,0
30/4/2011,Jake Ellenberger,Sean Pierson,1,0
30/4/2011,Daniel Roberts,Claude Patrick,2,0
30/4/2011,Ivan Menjivar,Charlie Valencia,1,0
30/4/2011,Jason MacDonald,Ryan Jensen,1,0
30/4/2011,John Makdessi,Kyle Watson,1,0
30/4/2011,Yves Jabouin,Pablo Garza,2,0
28/5/2011,Quinton Jackson,Matt Hamill,1,0
28/5/2011,Frank Mir,Roy Nelson,1,0
28/5/2011,Stefan Struve,Travis Browne,2,0
28/5/2011,Thiago Alves,Rick Story,2,0
28/5/2011,Brian Stann,Jorge Santiago,1,0
28/5/2011,Miguel Torres,Demetrious Johnson,2,0
28/5/2011,Kendall Grove,Tim Boetsch,2,0
28/5/2011,Gleison Tibau,Rafaello Oliveira,1,0
28/5/2011,Michael McDonald,Chris Cariaso,1,1
28/5/2011,Cole Escovedo,Renan Barao,2,0
04/6/2011,Ramsey Nijem,Tony Ferguson,2,0
04/6/2011,Clay Guida,Anthony Pettis,1,0
04/6/2011,Ed Herman,Tim Credeur,1,0
04/6/2011,Fabio Maldonado,Kyle Kingsbury,2,0
04/6/2011,Chuck O'Neil,Chris Cope,2,0
04/6/2011,Danny Downes,Jeremy Stephens,2,0
04/6/2011,Josh Grispi,George Roop,2,0
04/6/2011,Ryan McGillivray,Shamar Bailey,2,0
04/6/2011,Clay Harvison,Justin Edwards,1,1
04/6/2011,Scott Jorgensen,Ken Stone,1,0
04/6/2011,Reuben Duran,Francisco Rivera,1,0
11/6/2011,Shane Carwin,Junior Dos Santos,2,0
11/6/2011,Kenny Florian,Diego Nunes,1,0
11/6/2011,Mark Munoz,Demian Maia,1,0
11/6/2011,Dave Herman,Jon Olav Einemo,1,0
11/6/2011,Vagner Rocha,Donald Cerrone,2,0
11/6/2011,Yves Edwards,Sam Stout,2,0
11/6/2011,Jesse Bongfeldt,Chris Weidman,2,0
11/6/2011,Mike Massenzio,Krzysztof Soszynski,2,0
11/6/2011,Nick Ring,James Head,1,0
11/6/2011,Dustin Poirier,Jason Young,1,0
11/6/2011,Joey Beltran,Aaron Rosa,1,0
11/6/2011,Darren Elkins,Michihiro Omigawa,1,0
26/6/2011,Cheick Kongo,Pat Barry,1,0
26/6/2011,Charlie Brenneman,Rick Story,1,0
26/6/2011,Matt Brown,John Howard,1,0
26/6/2011,Christian Morecraft,Matt Mitrione,2,0
26/6/2011,Tyson Griffin,Manvel Gamburyan,1,0
26/6/2011,Joe Stevenson,Javier Vazquez,2,0
26/6/2011,Joe Lauzon,Curt Warburton,1,0
26/6/2011,Daniel Roberts,Rich Attonito,2,0
26/6/2011,Nik Lentz,Charles Oliveira,2,1
26/6/2011,Ricardo Lamas,Matt Grice,1,0
26/6/2011,Michael Johnson,Edward Faaloloto,1,0
02/7/2011,Dominick Cruz,Urijah Faber,1,0
02/7/2011,Wanderlei Silva,Chris Leben,2,0
02/7/2011,Dennis Siver,Matt Wiman,1,0
02/7/2011,Tito Ortiz,Ryan Bader,1,0
02/7/2011,Carlos Condit,Dong Hyun Kim,1,0
02/7/2011,Melvin Guillard,Shane Roller,1,0
02/7/2011,George Sotiropoulos,Rafael Dos Anjos,2,0
02/7/2011,Brian Bowles,Takeya Mizugaki,1,0
02/7/2011,Brad Tavares,Aaron Simpson,2,0
02/7/2011,Anthony Njokuani,Andre Winner,1,0
02/7/2011,Jeff Hougland,Donny Walker,1,0
06/8/2011,Rashad Evans,Tito Ortiz,1,0
06/8/2011,Vitor Belfort,Yoshihiro Akiyama,1,0
06/8/2011,Dennis Hallman,Brian Ebersole,2,0
06/8/2011,Jorge Rivera,Constantinos Philippou,2,1
06/8/2011,Rory MacDonald,Mike Pyle,1,0
06/8/2011,Matt Hamill,Alexander Gustafsson,2,0
06/8/2011,Chad Mendes,Rani Yahya,1,0
06/8/2011,Ivan Menjivar,Nick Pace,1,0
06/8/2011,Johny Hendricks,Mike Pierce,1,1
06/8/2011,Mike Brown,Nam Phan,1,0
06/8/2011,Rafael Natal,Paul Bradley,1,0
14/8/2011,Dan Hardy,Chris Lytle,2,0
14/8/2011,Jim Miller,Benson Henderson,2,0
14/8/2011,Donald Cerrone,Charles Oliveira,1,0
14/8/2011,Amir Sadollah,Duane Ludwig,2,0
14/8/2011,CB Dollaway,Jared Hamman,2,0
14/8/2011,Joseph Benavidez,Eddie Wineland,1,0
14/8/2011,Ed Herman,Kyle Noke,1,0
14/8/2011,Ronny Markes,Karlos Vemola,1,0
14/8/2011,Jimy Hettes,Alex Caceres,1,0
14/8/2011,Cole Miller,TJ O'Brien,1,0
14/8/2011,Jacob Volkmann,Danny Castillo,1,0
14/8/2011,Edwin Figueroa,Jason Reinhardt,1,0
27/8/2011,Anderson Silva,Yushin Okami,1,0
27/8/2011,Mauricio Rua,Forrest Griffin,1,0
27/8/2011,Ross Pearson,Edson Barboza,2,1
27/8/2011,Antonio Rodrigo Nogueira,Brendan Schaub,1,0
27/8/2011,Luiz Cane,Stanislav Nedkov,2,0
27/8/2011,Thiago Tavares,Spencer Fisher,1,0
27/8/2011,Rousimar Palhares,Dan Miller,1,0
27/8/2011,Paulo Thiago,David Mitchell,1,0
27/8/2011,Raphael Assuncao,Johnny Eduardo,1,0
27/8/2011,Erick Silva,Luis Ramos,1,0
27/8/2011,Iuri Alcantara,Felipe Arantes,1,0
27/8/2011,Yves Jabouin,Ian Loveland,1,1
17/9/2011,Jake Shields,Jake Ellenberger,2,0
17/9/2011,Court McGee,Dongi Yang,1,0
17/9/2011,Jonathan Brookins,Erik Koch,2,0
17/9/2011,Alan Belcher,Jason MacDonald,1,0
17/9/2011,Cody McKenzie,Vagner Rocha,2,0
17/9/2011,Evan Dunham,Shamar Bailey,1,0
17/9/2011,Matthew Riddle,Lance Benoist,2,0
17/9/2011,Ken Stone,Donny Walker,1,0
17/9/2011,Clay Harvison,Seth Baczynski,2,0
17/9/2011,TJ Waldburger,Mike Stumpf,1,0
17/9/2011,Robert Peralta,Mike Lullo,1,0
17/9/2011,Justin Edwards,Jorge Lopez,1,0
24/9/2011,Jon Jones,Quinton Jackson,1,0
24/9/2011,Matt Hughes,Josh Koscheck,2,0
24/9/2011,Ben Rothwell,Mark Hunt,2,0
24/9/2011,Travis Browne,Rob Broughton,1,0
24/9/2011,Nate Diaz,Takanori Gomi,1,0
24/9/2011,Tony Ferguson,Aaron Riley,1,0
24/9/2011,Nick Ring,Tim Boetsch,2,0
24/9/2011,Junior Assuncao,Eddie Yagin,1,0
24/9/2011,Takeya Mizugaki,Cole Escovedo,1,0
24/9/2011,James Te Huna,Ricardo Romero,1,0
01/10/2011,Dominick Cruz,Demetrious Johnson,1,0
01/10/2011,Pat Barry,Stefan Struve,2,0
01/10/2011,Anthony Johnson,Charlie Brenneman,1,0
01/10/2011,Matt Wiman,Mac Danzig,1,0
01/10/2011,Yves Edwards,Rafaello Oliveira,1,0
01/10/2011,Michael Johnson,Paul Sass,2,0
01/10/2011,Mike Easton,Byron Bloodworth,1,0
01/10/2011,Shane Roller,TJ Grant,2,0
01/10/2011,Josh Neer,Keith Wisniewski,1,0
01/10/2011,Walel Watson,Joseph Sandoval,1,0
08/10/2011,Frankie Edgar,Gray Maynard,1,0
08/10/2011,Jose Aldo,Kenny Florian,1,0
08/10/2011,Chael Sonnen,Brian Stann,1,0
08/10/2011,Leonard Garcia,Nam Phan,2,0
08/10/2011,Melvin Guillard,Joe Lauzon,2,0
08/10/2011,Demian Maia,Jorge Santiago,1,0
08/10/2011,Anthony Pettis,Jeremy Stephens,1,1
08/10/2011,Joey Beltran,Stipe Miocic,2,0
08/10/2011,Zhang Tiequan,Darren Elkins,2,0
08/10/2011,Aaron Simpson,Eric Schafer,1,0
08/10/2011,Steve Cantwell,Mike Massenzio,2,0
29/10/2011,BJ Penn,Nick Diaz,2,0
29/10/2011,Cheick Kongo,Matt Mitrione,1,0
29/10/2011,Mirko Filipovic,Roy Nelson,2,0
29/10/2011,Scott Jorgensen,Jeff Curran,1,0
29/10/2011,Hatsu Hioki,George Roop,1,1
29/10/2011,Dennis Siver,Donald Cerrone,2,0
29/10/2011,Tyson Griffin,Bart Palaszewski,2,0
29/10/2011,Brandon Vera,Eliot Marshall,1,0
29/10/2011,Ramsey Nijem,Danny Downes,1,0
29/10/2011,Chris Camozzi,Francis Carmont,2,0
29/10/2011,Dustin Jacoby,Clifford Starks,2,0
05/11/2011,Chris Leben,Mark Munoz,2,0
05/11/2011,Brad Pickett,Renan Barao,2,0
05/11/2011,Thiago Alves,Papy Abedi,1,0
05/11/2011,Cyrille Diabate,Anthony Perosh,2,0
05/11/2011,Terry Etim,Edward Faaloloto,1,0
05/11/2011,John Maguire,Justin Edwards,1,0
05/11/2011,Rob Broughton,Philip De Fries,2,0
05/11/2011,Michihiro Omigawa,Jason Young,1,0
05/11/2011,Chris Cope,Che Mills,2,0
05/11/2011,Chris Cariaso,Vaughan Lee,1,1
12/11/2011,Cain Velasquez,Junior Dos Santos,2,0
12/11/2011,Clay Guida,Benson Henderson,2,0
12/11/2011,Dustin Poirier,Pablo Garza,1,0
12/11/2011,Cub Swanson,Ricardo Lamas,2,0
12/11/2011,DaMarques Johnson,Clay Harvison,1,0
12/11/2011,Norifumi Yamamoto,Darren Uyenoyama,2,0
12/11/2011,Mackens Semerzier,Robert Peralta,2,1
12/11/2011,Alex Caceres,Cole Escovedo,1,0
12/11/2011,Mike Pierce,Paul Bradley,1,1
12/11/2011,Aaron Rosa,Matt Lucas,1,0
19/11/2011,Mauricio Rua,Dan Henderson,2,0
19/11/2011,Wanderlei Silva,Cung Le,1,0
19/11/2011,Urijah Faber,Brian Bowles,1,0
19/11/2011,Rick Story,Martin Kampmann,2,1
19/11/2011,Stephan Bonnar,Kyle Kingsbury,1,0
19/11/2011,Ryan Bader,Jason Brilz,1,0
19/11/2011,Michael McDonald,Alex Soto,1,0
19/11/2011,Tom Lawlor,Chris Weidman,2,0
19/11/2011,Gleison Tibau,Rafael Dos Anjos,1,1
19/11/2011,Miguel Torres,Nick Pace,1,0
19/11/2011,Matt Brown,Seth Baczynski,2,0
19/11/2011,Danny Castillo,Shamar Bailey,1,0
03/12/2011,Michael Bisping,Jason Miller,1,0
03/12/2011,Diego Brandao,Dennis Bermudez,1,0
03/12/2011,TJ Dillashaw,John Dodson,2,0
03/12/2011,Tony Ferguson,Yves Edwards,1,0
03/12/2011,Louis Gaudinot,Johnny Bedford,2,0
03/12/2011,Marcus Brimage,Stephen Bass,1,0
03/12/2011,Dustin Pague,John Albert,2,0
03/12/2011,Roland Delorme,Josh Ferguson,1,0
03/12/2011,Steven Siler,Josh Clopton,1,0
03/12/2011,Bryan Caraway,Dustin Neace,1,0
10/12/2011,Jon Jones,Lyoto Machida,1,0
10/12/2011,Frank Mir,Antonio Rodrigo Nogueira,1,0
10/12/2011,Tito Ortiz,Rogerio Nogueira,2,0
10/12/2011,Claude Patrick,Brian Ebersole,2,1
10/12/2011,Mark Hominick,Chan Sung Jung,2,0
10/12/2011,Krzysztof Soszynski,Igor Pokrajac,2,0
10/12/2011,Jared Hamman,Constantinos Philippou,2,0
10/12/2011,John Makdessi,Dennis Hallman,2,0
10/12/2011,Walel Watson,Yves Jabouin,2,1
10/12/2011,Mark Bocek,Nik Lentz,1,0
10/12/2011,Rich Attonito,Jake Hecht,2,0
10/12/2011,Mitch Clarke,John Cholish,2,0
30/12/2011,Brock Lesnar,Alistair Overeem,2,0
30/12/2011,Nate Diaz,Donald Cerrone,1,0
30/12/2011,Jon Fitch,Johny Hendricks,2,0
30/12/2011,Vladimir Matyushenko,Alexander Gustafsson,2,0
30/12/2011,Nam Phan,Jimy Hettes,2,0
30/12/2011,Ross Pearson,Junior Assuncao,1,0
30/12/2011,Anthony Njokuani,Danny Castillo,2,1
