Date,Fighter 1,Fighter 2,Result,Split Dec?
15/10/2022,Raphael Assuncao,Victor Henry,1,0
15/10/2022,Misha Cirkunov,Alonzo Menifield,2,0
15/10/2022,Mana Martinez,Brandon Davis,1,1
15/10/2022,Nick Maximov,Jacob Malkoun,2,0
15/10/2022,Joanderson Brito,Lucas Alexander,1,0
15/10/2022,Piera Rodriguez,Sam Hughes,1,0
15/10/2022,Tatsuro Taira,CJ Vergara,1,0
15/10/2022,Mike Jackson,Pete Rodriguez,2,0
22/10/2022,Charles Oliveira,Islam Makhachev,2,0
22/10/2022,Aljamain Sterling,TJ Dillashaw,1,0
22/10/2022,Petr Yan,Sean O'Malley,2,1
22/10/2022,Beneil Dariush,Mateusz Gamrot,1,0
22/10/2022,Katlyn Cerminara,Manon Fiorot,2,0
22/10/2022,Belal Muhammad,Sean Brady,1,0
22/10/2022,Makhmud Muradov,Caio Borralho,2,0
22/10/2022,Volkan Oezdemir,Nikita Krylov,2,0
22/10/2022,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,1,0
22/10/2022,Armen Petrosyan,AJ Dobson,1,0
22/10/2022,Muhammad Mokaev,Malcolm Gordon,1,0
22/10/2022,Karol Rosa,Lina Lansberg,1,0
29/10/2022,Calvin Kattar,Arnold Allen,2,0
29/10/2022,Tim Means,Max Griffin,2,1
29/10/2022,Waldo Cortes Acosta,Jared Vanderaa,1,0
29/10/2022,Josh Fremd,Tresean Gore,2,0
29/10/2022,Dustin Jacoby,Khalil Rountree Jr.,2,1
29/10/2022,Phil Hawes,Roman Dolidze,2,0
29/10/2022,Andrei Arlovski,Marcos Rogerio de Lima,2,0
29/10/2022,Joseph Holmes,JunYong Park,2,0
29/10/2022,Chase Hooper,Steve Garcia,2,0
29/10/2022,Cody Durden,Carlos Mota,1,0
29/10/2022,Christian Rodriguez,Joshua Weems,1,0
05/11/2022,Marina Rodriguez,Amanda Lemos,2,0
05/11/2022,Neil Magny,Daniel Rodriguez,1,0
05/11/2022,Darrick Minner,Shayilan Nuerdanbieke,2,0
05/11/2022,Tagir Ulanbekov,Nate Maness,1,0
05/11/2022,Grant Dawson,Mark Madsen,1,0
05/11/2022,Miranda Maverick,Shanna Young,1,0
05/11/2022,Mario Bautista,Benito Lopez,1,0
05/11/2022,Polyana Viana,Jinh Yu Frey,1,0
05/11/2022,Liudvik Sholinian,Johnny Munoz,2,0
05/11/2022,Carlos Candelario,Jake Hadley,2,0
05/11/2022,Tamires Vidal,Ramona Pascual,1,0
12/11/2022,Israel Adesanya,Alex Pereira,2,0
12/11/2022,Carla Esparza,Zhang Weili,2,0
12/11/2022,Dustin Poirier,Michael Chandler,1,0
12/11/2022,Frankie Edgar,Chris Gutierrez,2,0
12/11/2022,Dan Hooker,Claudio Puelles,1,0
12/11/2022,Brad Riddell,Renato Moicano,2,0
12/11/2022,Dominick Reyes,Ryan Spann,2,0
12/11/2022,Erin Blanchfield,Molly McCann,1,0
12/11/2022,Andre Petroski,Wellington Turman,1,0
12/11/2022,Matt Frevola,Ottman Azaitar,1,0
12/11/2022,Karolina Kowalkiewicz,Silvana Gomez Juarez,1,0
12/11/2022,Michael Trizano,SeungWoo Choi,1,0
12/11/2022,Julio Arce,Montel Jackson,2,0
12/11/2022,Carlos Ulberg,Nicolae Negumereanu,1,0
19/11/2022,Kennedy Nzechukwu,Ion Cutelaba,1,0
19/11/2022,Chase Sherman,Waldo Cortes Acosta,2,0
19/11/2022,Andre Fialho,Muslim Salikhov,2,0
19/11/2022,Jack Della Maddalena,Danny Roberts,1,0
19/11/2022,Charles Johnson,Zhalgas Zhumagulov,1,1
19/11/2022,Jennifer Maia,Maryna Moroz,1,0
19/11/2022,Vince Morales,Miles Johns,2,0
19/11/2022,Ricky Turcios,Kevin Natividad,1,1
19/11/2022,Vanessa Demopoulos,Maria Oliveira,1,0
19/11/2022,Brady Hiestand,Fernie Garcia,1,0
19/11/2022,Natalia Silva,Tereza Bleda,1,0
03/12/2022,Stephen Thompson,Kevin Holland,1,0
03/12/2022,Bryan Barberena,Rafael Dos Anjos,2,0
03/12/2022,Matheus Nicolau,Matt Schnell,1,0
03/12/2022,Tai Tuivasa,Sergei Pavlovich,2,0
03/12/2022,Jack Hermansson,Roman Dolidze,2,0
03/12/2022,Eryk Anders,Kyle Daukaus,1,0
03/12/2022,Niko Price,Phil Rowe,2,0
03/12/2022,Angela Hill,Emily Ducote,1,0
03/12/2022,Clay Guida,Scott Holtzman,1,1
03/12/2022,Michael Johnson,Marc Diakiese,1,0
03/12/2022,Darren Elkins,Jonathan Pearce,2,0
03/12/2022,Natan Levy,Genaro Valdez,1,0
03/12/2022,Marcelo Rojo,Francis Marshall,2,0
03/12/2022,Yazmin Jauregui,Istela Nunes,1,0
10/12/2022,Jan Blachowicz,Magomed Ankalaev,3,1
10/12/2022,Paddy Pimblett,Jared Gordon,1,0
10/12/2022,Santiago Ponzinibbio,Alex Morono,1,0
10/12/2022,Darren Till,Dricus Du Plessis,2,0
10/12/2022,Bryce Mitchell,Ilia Topuria,2,0
10/12/2022,Raul Rosas Jr.,Jay Perrin,1,0
10/12/2022,Jairzinho Rozenstruik,Chris Daukaus,1,0
10/12/2022,Edmen Shahbazyan,Dalcha Lungiambula,1,0
10/12/2022,Chris Curtis,Joaquin Buckley,1,0
10/12/2022,Billy Quarantillo,Alexander Hernandez,1,0
10/12/2022,TJ Brown,Erik Silva,1,0
10/12/2022,Cameron Saaiman,Steven Koslow,1,0
17/12/2022,Jared Cannonier,Sean Strickland,1,1
17/12/2022,Arman Tsarukyan,Damir Ismagulov,1,0
17/12/2022,Amir Albazi,Alessandro Costa,1,0
17/12/2022,Alex Caceres,Julian Erosa,1,0
17/12/2022,Drew Dober,King Green,1,0
17/12/2022,Cody Brundage,Michal Oleksiejczuk,2,0
17/12/2022,Cheyanne Vlismas,Cory McKenna,2,0
17/12/2022,Jake Matthews,Matthew Semelsberger,2,0
17/12/2022,Said Nurmagomedov,Saidyokub Kakhramonov,1,0
17/12/2022,Rafa Garcia,Maheshate,1,0
17/12/2022,Bryan Battle,Rinat Fakhretdinov,2,0
17/12/2022,David Dvorak,Manel Kape,2,0
17/12/2022,Sergey Morozov,Journey Newson,1,0
14/1/2023,Sean Strickland,Nassourdine Imavov,1,0
14/1/2023,Dan Ige,Damon Jackson,1,0
14/1/2023,Punahele Soriano,Roman Kopylov,2,0
14/1/2023,Ketlen Vieira,Raquel Pennington,2,1
14/1/2023,Umar Nurmagomedov,Raoni Barcelos,1,0
14/1/2023,Javid Basharat,Mateus Mendonca,1,0
14/1/2023,Claudio Ribeiro,Abdul Razak Alhassan,2,0
14/1/2023,Mateusz Rebecki,Nick Fiore,1,0
14/1/2023,Allan Nascimento,Carlos Hernandez,1,0
14/1/2023,Dan Argueta,Nick Aguirre,1,0
14/1/2023,Charles Johnson,Jimmy Flick,1,0
21/1/2023,Glover Teixeira,Jamahal Hill,2,0
21/1/2023,Deiveson Figueiredo,Brandon Moreno,2,0
21/1/2023,Gilbert Burns,Neil Magny,1,0
21/1/2023,Lauren Murphy,Jessica Andrade,2,0
21/1/2023,Paul Craig,Johnny Walker,2,0
21/1/2023,Mauricio Rua,Ihor Potieria,2,0
21/1/2023,Gregory Rodrigues,Brunno Ferreira,2,0
21/1/2023,Thiago Moises,Melquizael Costa,1,0
21/1/2023,Gabriel Bonfim,Mounir Lazzez,1,0
21/1/2023,Shamil Abdurakhimov,Jailton Almeida,2,0
21/1/2023,Luan Lacerda,Cody Stamann,2,0
21/1/2023,Ismael Bonfim,Terrance McKinney,1,0
21/1/2023,Warlley Alves,Nicolas Dalby,2,1
21/1/2023,Josiane Nunes,Zarah Fairn,1,0
21/1/2023,Saimon Oliveira,Daniel Marcos,2,0
04/2/2023,Derrick Lewis,Serghei Spivac,2,0
04/2/2023,Da Woon Jung,Devin Clark,2,0
04/2/2023,Marcin Tybura,Blagoy Ivanov,1,0
04/2/2023,Dooho Choi,Kyle Nelson,3,1
04/2/2023,Yusaku Kinoshita,Adam Fugitt,2,0
04/2/2023,Jeka Saragih,Anshul Jubli,2,0
04/2/2023,JeongYeong Lee,Yizha,1,1
04/2/2023,Toshiomi Kazama,Rinya Nakamura,2,0
04/2/2023,SeungGuk Choi,HyunSung Park,2,0
04/2/2023,JunYong Park,Denis Tiuliulin,1,0
04/2/2023,Tatsuro Taira,Jesus Aguilar,1,0
11/2/2023,Islam Makhachev,Alexander Volkanovski,1,0
11/2/2023,Yair Rodriguez,Josh Emmett,1,0
11/2/2023,Jack Della Maddalena,Randy Brown,1,0
11/2/2023,Justin Tafa,Parker Porter,1,0
11/2/2023,Jimmy Crute,Alonzo Menifield,3,1
11/2/2023,Tyson Pedro,Modestas Bukauskas,2,0
11/2/2023,Josh Culibao,Melsik Baghdasaryan,1,0
11/2/2023,Shannon Ross,Kleydson Rodrigues,2,0
11/2/2023,Jamie Mullarkey,Francisco Prado,1,0
11/2/2023,Jack Jenkins,Don Shainis,1,0
11/2/2023,Loma Lookboonmee,Elise Reed,1,0
11/2/2023,Shane Young,Blake Bilder,2,0
11/2/2023,Zubaira Tukhugov,Elves Brener,2,1
18/2/2023,Jessica Andrade,Erin Blanchfield,2,0
18/2/2023,Jordan Wright,Zac Pauga,2,0
18/2/2023,Josh Parisian,Jamal Pogues,2,0
18/2/2023,William Knight,Marcin Prachnio,2,0
18/2/2023,Jim Miller,Alexander Hernandez,2,0
18/2/2023,Nazim Sadykhov,Evan Elder,1,0
18/2/2023,Lina Lansberg,Mayra Bueno Silva,2,0
18/2/2023,Jamall Emmers,Khusein Askhabov,1,0
18/2/2023,Ovince Saint Preux,Philipe Lins,2,0
18/2/2023,AJ Fletcher,Themba Gorimbo,1,0
18/2/2023,Clayton Carpenter,Juancamilo Ronderos,1,0
25/2/2023,Andre Muniz,Brendan Allen,2,0
25/2/2023,Augusto Sakai,Don'Tale Mayes,1,0
25/2/2023,Tatiana Suarez,Montana De La Rosa,1,0
25/2/2023,Mike Malott,Yohan Lainesse,1,0
25/2/2023,Erick Gonzalez,Trevor Peek,2,0
25/2/2023,Jasmine Jasudavicius,Gabriella Fernandes,1,0
25/2/2023,Jordan Leavitt,Victor Martinez,1,0
25/2/2023,Ode Osbourne,Charles Johnson,1,1
25/2/2023,Joe Solecki,Carl Deaton,1,0
25/2/2023,Rafael Alves,Nurullo Aliev,2,0
04/3/2023,Jon Jones,Ciryl Gane,1,0
04/3/2023,Valentina Shevchenko,Alexa Grasso,2,0
04/3/2023,Geoff Neal,Shavkat Rakhmonov,2,0
04/3/2023,Mateusz Gamrot,Jalin Turner,1,1
04/3/2023,Bo Nickal,Jamie Pickett,1,0
04/3/2023,Cody Garbrandt,Trevin Jones,1,0
04/3/2023,Derek Brunson,Dricus Du Plessis,2,0
04/3/2023,Viviane Araujo,Amanda Ribas,2,0
04/3/2023,Julian Marquez,Marc-Andre Barriault,2,0
04/3/2023,Ian Machado Garry,Song Kenan,1,0
04/3/2023,Mana Martinez,Cameron Saaiman,2,0
04/3/2023,Jessica Penne,Tabatha Ricci,2,0
04/3/2023,Da'Mon Blackshear,Farid Basharat,2,0
04/3/2023,Esteban Ribovics,Loik Radzhabov,2,0
11/3/2023,Petr Yan,Merab Dvalishvili,2,0
11/3/2023,Alexander Volkov,Alexandr Romanov,1,0
11/3/2023,Nikita Krylov,Ryan Spann,1,0
11/3/2023,Said Nurmagomedov,Jonathan Martinez,2,0
11/3/2023,Mario Bautista,Guido Cannetti,1,0
11/3/2023,Vitor Petrino,Anton Turkalj,1,0
11/3/2023,Karl Williams,Lukasz Brzeski,1,0
11/3/2023,Raphael Assuncao,Davey Grant,2,0
11/3/2023,Sedriques Dumas,Josh Fremd,2,0
11/3/2023,Victor Henry,Tony Gravely,1,1
11/3/2023,Ariane da Silva,JJ Aldrich,1,0
11/3/2023,Tyson Nam,Bruno Silva,2,0
11/3/2023,Carlston Harris,Jared Gooden,1,0
18/3/2023,Leon Edwards,Kamaru Usman,1,0
18/3/2023,Justin Gaethje,Rafael Fiziev,1,0
18/3/2023,Gunnar Nelson,Bryan Barberena,1,0
18/3/2023,Jennifer Maia,Casey O'Neill,1,0
18/3/2023,Marvin Vettori,Roman Dolidze,1,0
18/3/2023,Jack Shore,Makwan Amirkhani,1,0
18/3/2023,Chris Duncan,Omar Morales,1,1
18/3/2023,Sam Patterson,Yanal Ashmouz,2,0
18/3/2023,Muhammad Mokaev,Jafel Filho,1,0
18/3/2023,Lerone Murphy,Gabriel Santos,1,1
18/3/2023,Christian Leroy Duncan,Dusko Todorovic,1,0
18/3/2023,Jake Hadley,Malcolm Gordon,1,0
18/3/2023,Joanne Wood,Luana Carolina,1,1
18/3/2023,Jai Herbert,Ludovit Klein,3,1
18/3/2023,Juliana Miller,Veronica Hardy,2,0
25/3/2023,Marlon Vera,Cory Sandhagen,2,1
25/3/2023,Holly Holm,Yana Santos,1,0
25/3/2023,Nate Landwehr,Austin Lingo,1,0
25/3/2023,Andrea Lee,Maycee Barber,2,1
25/3/2023,Chidi Njokuani,Albert Duraev,2,1
25/3/2023,Daniel Pineda,Tucker Lutz,1,0
25/3/2023,Steven Peterson,Lucas Alexander,2,0
25/3/2023,Trevin Giles,Preston Parsons,1,1
25/3/2023,CJ Vergara,Daniel Lacerda,1,0
25/3/2023,Victor Altamirano,Vinicius Salvador,1,0
08/4/2023,Alex Pereira,Israel Adesanya,2,0
08/4/2023,Gilbert Burns,Jorge Masvidal,1,0
08/4/2023,Rob Font,Adrian Yanez,1,0
08/4/2023,Kevin Holland,Santiago Ponzinibbio,1,0
08/4/2023,Raul Rosas Jr.,Christian Rodriguez,2,0
08/4/2023,Chris Curtis,Kelvin Gastelum,2,0
08/4/2023,Michelle Waterson-Gomez,Luana Pinheiro,2,1
08/4/2023,Gerald Meerschaert,Joe Pyfer,2,0
08/4/2023,Cynthia Calvillo,Loopy Godinez,2,1
08/4/2023,Ignacio Bahamondes,Trey Ogden,1,0
08/4/2023,Shayilan Nuerdanbieke,Steve Garcia,2,0
08/4/2023,Jaqueline Amorim,Sam Hughes,2,0
15/4/2023,Max Holloway,Arnold Allen,1,0
15/4/2023,Edson Barboza,Billy Quarantillo,1,0
15/4/2023,Dustin Jacoby,Azamat Murzakanov,2,0
15/4/2023,Tanner Boser,Ion Cutelaba,2,0
15/4/2023,Pedro Munhoz,Chris Gutierrez,1,0
15/4/2023,Clay Guida,Rafa Garcia,2,0
15/4/2023,Bill Algeo,TJ Brown,1,0
15/4/2023,Brandon Royval,Matheus Nicolau,1,0
15/4/2023,Zak Cummings,Ed Herman,1,0
15/4/2023,Gillian Robertson,Piera Rodriguez,1,0
15/4/2023,Lando Vannata,Daniel Zellhuber,2,0
15/4/2023,Bruna Brasil,Denise Gomes,2,0
15/4/2023,Aaron Phillips,Gaston Bolanos,2,0
15/4/2023,Joselyne Edwards,Lucie Pudilova,1,1
22/4/2023,Sergei Pavlovich,Curtis Blaydes,1,0
22/4/2023,Brad Tavares,Bruno Silva,2,0
22/4/2023,King Green,Jared Gordon,2,1
22/4/2023,Iasmin Lucindo,Brogan Walker,1,0
22/4/2023,Jeremiah Wells,Matthew Semelsberger,1,1
22/4/2023,Ricky Glenn,Christos Giagos,2,0
22/4/2023,Rani Yahya,Montel Jackson,2,0
22/4/2023,Karol Rosa,Norma Dumont,2,0
22/4/2023,Mohammed Usman,Junior Tafa,1,0
22/4/2023,Francis Marshall,William Gomis,2,1
22/4/2023,Brady Hiestand,Batgerel Danaa,1,0
29/4/2023,Song Yadong,Ricky Simon,1,0
29/4/2023,Caio Borralho,Michal Oleksiejczuk,1,0
29/4/2023,Rodolfo Vieira,Cody Brundage,1,0
29/4/2023,Julian Erosa,Fernando Padilla,2,0
29/4/2023,Marcos Rogerio de Lima,Waldo Cortes Acosta,1,0
29/4/2023,Josh Quinlan,Trey Waters,2,0
29/4/2023,Martin Buday,Jake Collier,1,0
29/4/2023,Cody Durden,Charles Johnson,1,0
29/4/2023,Stephanie Egger,Irina Alekseeva,2,0
29/4/2023,Journey Newson,Marcus McGhee,2,0
29/4/2023,Hailey Cowan,Jamey-Lyn Horth,2,0
06/5/2023,Aljamain Sterling,Henry Cejudo,1,1
06/5/2023,Belal Muhammad,Gilbert Burns,1,0
06/5/2023,Jessica Andrade,Yan Xiaonan,2,0
06/5/2023,Movsar Evloev,Diego Lopes,1,0
06/5/2023,Kron Gracie,Charles Jourdain,2,0
06/5/2023,Drew Dober,Matt Frevola,2,0
06/5/2023,Kennedy Nzechukwu,Devin Clark,1,0
06/5/2023,Khaos Williams,Rolando Bedoya,1,1
06/5/2023,Marina Rodriguez,Virna Jandiroba,2,0
06/5/2023,Braxton Smith,Parker Porter,2,0
06/5/2023,Phil Hawes,Ikram Aliskerov,2,0
06/5/2023,Joseph Holmes,Claudio Ribeiro,2,0
13/5/2023,Jairzinho Rozenstruik,Jailton Almeida,2,0
13/5/2023,Anthony Smith,Johnny Walker,2,0
13/5/2023,Daniel Rodriguez,Ian Machado Garry,2,0
13/5/2023,Carlos Ulberg,Ihor Potieria,1,0
13/5/2023,Tim Means,Alex Morono,2,0
13/5/2023,Matt Brown,Court McGee,1,0
13/5/2023,Karl Williams,Chase Sherman,1,0
13/5/2023,Cody Stamann,Douglas Silva de Andrade,2,0
13/5/2023,Ji Yeon Kim,Mandy Bohm,2,1
13/5/2023,Bryan Battle,Gabe Green,1,0
13/5/2023,Jessica-Rose Clark,Tainara Lisboa,2,0
20/5/2023,Mackenzie Dern,Angela Hill,1,0
20/5/2023,Edmen Shahbazyan,Anthony Hernandez,2,0
20/5/2023,Emily Ducote,Loopy Godinez,2,0
20/5/2023,Andre Fialho,Joaquin Buckley,2,0
20/5/2023,Diego Ferreira,Michael Johnson,1,0
20/5/2023,Maheshate,Viacheslav Borshchev,2,0
20/5/2023,Karolina Kowalkiewicz,Vanessa Demopoulos,1,0
20/5/2023,Orion Cosce,Gilbert Urbina,2,0
20/5/2023,Ilir Latifi,Rodrigo Nascimento,2,1
20/5/2023,Chase Hooper,Nick Fiore,1,0
20/5/2023,Natalia Silva,Victoria Leonardo,1,0
20/5/2023,Takashi Sato,Themba Gorimbo,2,0
03/6/2023,Kai Kara-France,Amir Albazi,2,1
03/6/2023,Alex Caceres,Daniel Pineda,1,0
03/6/2023,Jim Miller,Jesse Butler,1,0
03/6/2023,Tim Elliott,Victor Altamirano,1,0
03/6/2023,Karine Silva,Ketlen Souza,1,0
03/6/2023,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,2,1
03/6/2023,Daniel Santos,Johnny Munoz,1,0
03/6/2023,Andrei Arlovski,Don'Tale Mayes,2,0
03/6/2023,John Castaneda,Muin Gafurov,1,0
03/6/2023,Jamie Mullarkey,Muhammad Naimov,2,0
03/6/2023,Elise Reed,Jinh Yu Frey,1,0
03/6/2023,Da'Mon Blackshear,Luan Lacerda,1,0
03/6/2023,Philipe Lins,Maxim Grishin,1,0
10/6/2023,Amanda Nunes,Irene Aldana,1,0
10/6/2023,Charles Oliveira,Beneil Dariush,1,0
10/6/2023,Mike Malott,Adam Fugitt,1,0
10/6/2023,Dan Ige,Nate Landwehr,1,0
10/6/2023,Marc-Andre Barriault,Eryk Anders,1,0
10/6/2023,Nassourdine Imavov,Chris Curtis,1,1
10/6/2023,Miranda Maverick,Jasmine Jasudavicius,2,0
10/6/2023,Aiemann Zahabi,Aoriqileng,1,0
10/6/2023,Kyle Nelson,Blake Bilder,1,0
10/6/2023,David Dvorak,Steve Erceg,2,0
10/6/2023,Diana Belbita,Maria Oliveira,1,0
17/6/2023,Marvin Vettori,Jared Cannonier,2,0
17/6/2023,Arman Tsarukyan,Joaquim Silva,1,0
17/6/2023,Armen Petrosyan,Christian Leroy Duncan,1,0
17/6/2023,Pat Sabatini,Lucas Almeida,1,0
17/6/2023,Manuel Torres,Nikolas Motta,1,0
17/6/2023,Nicolas Dalby,Muslim Salikhov,1,0
17/6/2023,Jimmy Flick,Alessandro Costa,2,0
17/6/2023,Kyung Ho Kang,Cristian Quinonez,1,0
17/6/2023,Carlos Hernandez,Denys Bondar,1,0
17/6/2023,Tereza Bleda,Gabriella Fernandes,1,0
17/6/2023,Dan Argueta,Ronnie Lawrence,1,1
17/6/2023,Zac Pauga,Modestas Bukauskas,2,0
24/6/2023,Josh Emmett,Ilia Topuria,2,0
24/6/2023,Amanda Ribas,Maycee Barber,2,0
24/6/2023,Austen Lane,Justin Tafa,2,1
24/6/2023,David Onama,Gabriel Santos,1,0
24/6/2023,Brendan Allen,Bruno Silva,1,0
24/6/2023,Neil Magny,Phil Rowe,1,1
24/6/2023,Randy Brown,Wellington Turman,1,0
24/6/2023,Mateusz Rebecki,Loik Radzhabov,1,0
24/6/2023,Tabatha Ricci,Gillian Robertson,1,0
24/6/2023,Zhalgas Zhumagulov,Joshua Van,2,1
24/6/2023,Trevor Peek,Chepe Mariscal,2,0
24/6/2023,Jamall Emmers,Jack Jenkins,2,1
24/6/2023,Cody Brundage,Sedriques Dumas,2,0
01/7/2023,Sean Strickland,Abus Magomedov,1,0
01/7/2023,Damir Ismagulov,Grant Dawson,2,0
01/7/2023,Max Griffin,Michael Morales,2,0
01/7/2023,Ariane da Silva,Melissa Gatto,1,1
01/7/2023,Ismael Bonfim,Benoit Saint Denis,2,0
01/7/2023,Brunno Ferreira,Nursulton Ruziboev,2,0
01/7/2023,Kevin Lee,Rinat Fakhretdinov,2,0
01/7/2023,Joanderson Brito,Westin Wilson,1,0
01/7/2023,Yana Santos,Karol Rosa,2,1
01/7/2023,Guram Kutateladze,Elves Brener,2,0
01/7/2023,Ivana Petrovic,Luana Carolina,2,0
01/7/2023,Alexandr Romanov,Blagoy Ivanov,1,0
08/7/2023,Alexander Volkanovski,Yair Rodriguez,1,0
08/7/2023,Brandon Moreno,Alexandre Pantoja,2,1
08/7/2023,Robert Whittaker,Dricus Du Plessis,2,0
08/7/2023,Jalin Turner,Dan Hooker,2,1
08/7/2023,Bo Nickal,Val Woodburn,1,0
08/7/2023,Robbie Lawler,Niko Price,1,0
08/7/2023,Tatsuro Taira,Edgar Chairez,1,0
08/7/2023,Yazmin Jauregui,Denise Gomes,2,0
08/7/2023,Jimmy Crute,Alonzo Menifield,2,0
08/7/2023,Vitor Petrino,Marcin Prachnio,1,0
08/7/2023,Cameron Saaiman,Terrence Mitchell,1,0
08/7/2023,Shannon Ross,Jesus Aguilar,2,0
08/7/2023,Kamuela Kirk,Esteban Ribovics,2,0
15/7/2023,Holly Holm,Mayra Bueno Silva,2,1
15/7/2023,Jack Della Maddalena,Bassil Hafez,1,1
15/7/2023,Ottman Azaitar,Francisco Prado,2,0
15/7/2023,Albert Duraev,JunYong Park,2,0
15/7/2023,Norma Dumont,Chelsea Chandler,1,0
15/7/2023,Nazim Sadykhov,Terrance McKinney,1,0
15/7/2023,Tucker Lutz,Melsik Baghdasaryan,2,0
15/7/2023,Viktoriia Dudakova,Istela Nunes,1,0
15/7/2023,Austin Lingo,Melquizael Costa,2,0
15/7/2023,Evan Elder,Genaro Valdez,1,0
15/7/2023,Tyson Nam,Azat Maksum,2,1
15/7/2023,Alexander Munoz,Carl Deaton,1,0
15/7/2023,Ashlee Evans-Smith,Ailin Perez,2,0
22/7/2023,Tom Aspinall,Marcin Tybura,1,0
22/7/2023,Molly McCann,Julija Stoliarenko,2,0
22/7/2023,Nathaniel Wood,Andre Fili,1,0
22/7/2023,Paul Craig,Andre Muniz,1,0
22/7/2023,Jai Herbert,Fares Ziam,2,0
22/7/2023,Lerone Murphy,Josh Culibao,1,0
22/7/2023,Davey Grant,Daniel Marcos,2,1
22/7/2023,Danny Roberts,Jonny Parsons,2,0
22/7/2023,Marc Diakiese,Joel Alvarez,2,0
22/7/2023,Mick Parkin,Jamal Pogues,1,0
22/7/2023,Makhmud Muradov,Bryan Barberena,1,0
22/7/2023,Ketlen Vieira,Pannie Kianzad,1,0
22/7/2023,Chris Duncan,Yanal Ashmouz,1,0
22/7/2023,Shauna Bannon,Bruna Brasil,2,0
22/7/2023,Jafel Filho,Daniel Barez,1,0
29/7/2023,Dustin Poirier,Justin Gaethje,2,0
29/7/2023,Jan Blachowicz,Alex Pereira,2,1
29/7/2023,Derrick Lewis,Marcos Rogerio de Lima,1,0
29/7/2023,Tony Ferguson,King Green,2,0
29/7/2023,Michael Chiesa,Kevin Holland,2,0
29/7/2023,Gabriel Bonfim,Trevin Giles,1,0
29/7/2023,CJ Vergara,Vinicius Salvador,1,0
29/7/2023,Roman Kopylov,Claudio Ribeiro,1,0
29/7/2023,Jake Matthews,Darrius Flowers,1,0
29/7/2023,Matthew Semelsberger,Uros Medic,2,0
29/7/2023,Miranda Maverick,Priscila Cachoeira,1,0
05/8/2023,Cory Sandhagen,Rob Font,1,0
05/8/2023,Jessica Andrade,Tatiana Suarez,2,0
05/8/2023,Dustin Jacoby,Kennedy Nzechukwu,1,0
05/8/2023,Diego Lopes,Gavin Tucker,1,0
05/8/2023,Tanner Boser,Aleksa Camur,1,0
05/8/2023,Ignacio Bahamondes,Ludovit Klein,2,0
05/8/2023,Kyler Phillips,Raoni Barcelos,1,0
05/8/2023,Jeremiah Wells,Carlston Harris,2,0
05/8/2023,Billy Quarantillo,Damon Jackson,1,0
05/8/2023,Cody Durden,Jake Hadley,1,0
05/8/2023,Sean Woodson,Dennis Buzukja,1,0
05/8/2023,Ode Osbourne,Asu Almabayev,2,0
12/8/2023,Vicente Luque,Rafael Dos Anjos,1,0
12/8/2023,Cub Swanson,Hakeem Dawodu,1,0
12/8/2023,Khalil Rountree Jr.,Chris Daukaus,1,0
12/8/2023,Polyana Viana,Iasmin Lucindo,2,0
12/8/2023,AJ Dobson,Tafon Nchukwi,1,0
12/8/2023,Josh Fremd,Jamie Pickett,1,0
12/8/2023,JP Buys,Marcus McGhee,2,0
12/8/2023,Terrance McKinney,Mike Breeden,1,0
12/8/2023,Francis Marshall,Isaac Dulgarian,2,0
12/8/2023,Josh Parisian,Martin Buday,2,0
12/8/2023,Jaqueline Amorim,Montserrat Conejo Ruiz,1,0
12/8/2023,Da'Mon Blackshear,Jose Johnson,1,0
12/8/2023,Juliana Miller,Luana Santos,2,0
19/8/2023,Aljamain Sterling,Sean O'Malley,2,0
19/8/2023,Zhang Weili,Amanda Lemos,1,0
19/8/2023,Neil Magny,Ian Machado Garry,2,0
19/8/2023,Da'Mon Blackshear,Mario Bautista,2,0
19/8/2023,Marlon Vera,Pedro Munhoz,1,0
19/8/2023,Chris Weidman,Brad Tavares,2,0
19/8/2023,Gregory Rodrigues,Denis Tiuliulin,1,0
19/8/2023,Kurt Holobaugh,Austin Hubbard,1,0
19/8/2023,Brad Katona,Cody Gibson,1,0
19/8/2023,Andre Petroski,Gerald Meerschaert,1,1
19/8/2023,Andrea Lee,Natalia Silva,2,0
19/8/2023,Karine Silva,Maryna Moroz,1,0
26/8/2023,Max Holloway,Chan Sung Jung,1,0
26/8/2023,Anthony Smith,Ryan Spann,1,1
26/8/2023,Giga Chikadze,Alex Caceres,1,0
26/8/2023,Rinya Nakamura,Fernie Garcia,1,0
26/8/2023,Erin Blanchfield,Taila Santos,1,0
26/8/2023,Junior Tafa,Parker Porter,1,0
26/8/2023,Waldo Cortes Acosta,Lukasz Brzeski,1,0
26/8/2023,Toshiomi Kazama,Garrett Armfield,2,0
26/8/2023,Chidi Njokuani,Michal Oleksiejczuk,2,0
26/8/2023,Song Kenan,Rolando Bedoya,1,0
26/8/2023,Billy Ray Goff,Yusaku Kinoshita,1,0
26/8/2023,Liang Na,JJ Aldrich,2,0
26/8/2023,SeungWoo Choi,Jarno Errens,1,0
02/9/2023,Ciryl Gane,Serghei Spivac,1,0
02/9/2023,Manon Fiorot,Rose Namajunas,1,0
